"Date","Predicted_AvTemp"
2020-01-01,5.60238562341524
2020-01-02,6.37824337804181
2020-01-03,5.57750479334128
2020-01-04,5.3861561047016
2020-01-05,5.37122581551458
2020-01-06,5.72109230872549
2020-01-07,5.83794580223453
2020-01-08,5.93569665983543
2020-01-09,5.61240470514792
2020-01-10,5.83727658709254
2020-01-11,5.71761501650692
2020-01-12,5.5075790784011
2020-01-13,5.34068948062977
2020-01-14,5.16202605227112
2020-01-15,5.41242996916713
2020-01-16,4.74010407013749
2020-01-17,5.18648718122171
2020-01-18,4.81212669521243
2020-01-19,4.64994207237926
2020-01-20,5.38473316133735
2020-01-21,5.33212927143513
2020-01-22,5.08531613549699
2020-01-23,4.76164915403591
2020-01-24,5.0308919040506
2020-01-25,4.87768760687074
2020-01-26,4.62686509003214
2020-01-27,4.6090232704958
2020-01-28,4.48563923131824
2020-01-29,5.05498237219925
2020-01-30,4.99219896770812
2020-01-31,5.46714425482633
2020-02-01,5.08352362040755
2020-02-02,5.11337279628178
2020-02-03,5.320934459363
2020-02-04,5.66221095254242
2020-02-05,5.63473122831753
2020-02-06,5.14227329998208
2020-02-07,5.13587580539622
2020-02-08,5.29780344779365
2020-02-09,5.15995765291368
2020-02-10,5.13672336354959
2020-02-11,4.4312586036055
2020-02-12,4.57000703715779
2020-02-13,4.33784193469466
2020-02-14,4.7293065869439
2020-02-15,5.14580896509972
2020-02-16,5.19178646346885
2020-02-17,4.7551555779617
2020-02-18,4.97907922448417
2020-02-19,5.21326651391539
2020-02-20,4.87487899527806
2020-02-21,4.9516641628581
2020-02-22,5.09572491674983
2020-02-23,5.06722929371798
2020-02-24,5.04105880305715
2020-02-25,4.79974366614579
2020-02-26,5.55270750877974
2020-02-27,5.4060024251886
2020-02-28,5.15115837563859
2020-02-29,5.53837363726571
2020-03-01,5.66834892895135
2020-03-02,5.89685436869592
2020-03-03,6.22054080774981
2020-03-04,5.6651244998323
2020-03-05,6.27357139361833
2020-03-06,6.1454258266131
2020-03-07,6.06321223968146
2020-03-08,6.049427496253
2020-03-09,6.45255755101108
2020-03-10,6.20344170997854
2020-03-11,6.37868735789195
2020-03-12,5.93368791220316
2020-03-13,6.26393936372517
2020-03-14,6.50947974326283
2020-03-15,6.12235031411977
2020-03-16,6.72125179907012
2020-03-17,6.39484378712078
2020-03-18,6.39485525413583
2020-03-19,6.92609285257861
2020-03-20,6.92514120831915
2020-03-21,6.97391832772711
2020-03-22,6.99125973501949
2020-03-23,7.12017198397042
2020-03-24,7.21058402158206
2020-03-25,7.11034756933358
2020-03-26,6.92495901311931
2020-03-27,7.15942671386325
2020-03-28,7.00863548456181
2020-03-29,7.53798200507748
2020-03-30,7.62402755683426
2020-03-31,7.39213336132027
2020-04-01,7.16766425701345
2020-04-02,7.59383186280392
2020-04-03,7.25890290209405
2020-04-04,7.97084525383354
2020-04-05,7.40036485812935
2020-04-06,7.85017828190772
2020-04-07,7.8983792108658
2020-04-08,7.61148801541518
2020-04-09,8.46818923110548
2020-04-10,8.59679190116768
2020-04-11,8.60268605018858
2020-04-12,8.06874857173287
2020-04-13,8.49724588195943
2020-04-14,9.15499333622138
